ID Usuario,Grupo,Regiao,Dispositivo,Data Cadastro,Data Evento,Nome Evento,Detalhes Evento
021E3EC8A37EE2E3,A,EU,PC,2020-12-07,2020-12-07 14:04:43,purchase,4.99
68373F4331DDD2E6,A,EU,iPhone,2020-12-07,2020-12-07 10:19:55,purchase,99.99
A348429F143159AD,A,EU,Android,2020-12-07,2020-12-07 02:45:38,purchase,4.99
D6B4574EE9574666,B,EU,iPhone,2020-12-07,2020-12-07 04:15:10,purchase,9.99
748DD5E33B6F98C3,A,EU,PC,2020-12-07,2020-12-07 08:04:37,purchase,4.99
B582D211C1BE1FFD,B,EU,Android,2020-12-07,2020-12-07 08:55:18,purchase,4.99
2486564D8219E23F,A,EU,Mac,2020-12-07,2020-12-07 20:23:30,purchase,4.99
56E03288981E9B3D,B,EU,Android,2020-12-07,2020-12-07 10:45:31,purchase,4.99
320CE96A266DF0CC,B,EU,Android,2020-12-07,2020-12-07 21:41:31,purchase,4.99
3242BDDFA690A22B,B,EU,Android,2020-12-07,2020-12-07 18:10:54,purchase,4.99
C90BE197FEC95F6B,B,EU,Android,2020-12-07,2020-12-07 15:21:38,purchase,4.99
8FC9D1BB3017BE66,B,EU,PC,2020-12-07,2020-12-07 00:07:47,purchase,4.99
8FF91E21E27A330D,B,EU,Mac,2020-12-07,2020-12-07 01:57:30,purchase,4.99
A5392D494EB71414,B,EU,Android,2020-12-07,2020-12-07 21:56:13,purchase,4.99
B192F2514CCD10B2,A,EU,Android,2020-12-07,2020-12-07 06:43:19,purchase,4.99
B0244412983000C5,B,EU,iPhone,2020-12-07,2020-12-07 14:18:05,purchase,4.99
825AED81399E5243,B,EU,iPhone,2020-12-07,2020-12-07 18:39:10,purchase,4.99
890FAC5B9F47563F,B,EU,Android,2020-12-07,2020-12-07 13:00:18,purchase,4.99
D87D9AFAB66866A7,B,EU,Android,2020-12-07,2020-12-07 01:50:41,purchase,9.99
7E1F03995B8C2DC0,B,EU,iPhone,2020-12-07,2020-12-07 14:30:04,purchase,4.99
2C2BE85372033F77,B,EU,iPhone,2020-12-07,2020-12-07 11:33:02,purchase,4.99
5506A0943960B58F,A,EU,PC,2020-12-07,2020-12-07 05:45:00,purchase,9.99
742C0E363D2C9EA7,B,EU,PC,2020-12-07,2020-12-07 13:05:38,purchase,4.99
38170259A5DD6CB0,B,EU,Android,2020-12-07,2020-12-07 22:03:57,purchase,4.99
B82E8D69DF24D051,B,EU,Android,2020-12-07,2020-12-07 20:23:11,purchase,9.99
20996AEF74602821,A,EU,Android,2020-12-07,2020-12-07 00:16:00,purchase,9.99
6E3E5F88B6A3B401,A,EU,iPhone,2020-12-07,2020-12-07 23:15:57,purchase,4.99
13638CB4AAEB1B5F,B,EU,iPhone,2020-12-07,2020-12-07 06:23:24,purchase,4.99
E9FACA4A16026FEE,B,EU,iPhone,2020-12-07,2020-12-07 09:05:55,purchase,4.99
91C6167576DAB613,A,EU,Android,2020-12-07,2020-12-07 16:18:35,purchase,4.99
61AA89431638019E,A,EU,Android,2020-12-07,2020-12-07 20:18:30,purchase,4.99
3A51DB52BBE78257,B,EU,Android,2020-12-07,2020-12-07 06:31:09,purchase,99.99
CA75B372B0A884B0,B,EU,Mac,2020-12-07,2020-12-07 11:35:19,purchase,4.99
542FE442CF2BDA4B,A,EU,Android,2020-12-07,2020-12-07 11:20:33,purchase,99.99
FCA4F49B1A82FA6C,B,EU,Android,2020-12-07,2020-12-07 12:29:49,purchase,4.99
27802765D2458B2B,A,EU,iPhone,2020-12-07,2020-12-07 16:46:28,purchase,4.99
2139548144435929,B,EU,iPhone,2020-12-07,2020-12-07 08:13:14,purchase,4.99
E25A289CC240A27A,A,EU,Android,2020-12-07,2020-12-07 22:35:44,purchase,4.99
4EFB5E89AC11AC6D,B,EU,iPhone,2020-12-07,2020-12-07 22:07:55,purchase,99.99
D96241A1394BBE51,A,EU,Android,2020-12-07,2020-12-07 04:23:37,purchase,99.99
53BF5C161381348E,B,EU,Android,2020-12-07,2020-12-07 12:10:40,purchase,4.99
90192F1A66D5A0AE,A,EU,iPhone,2020-12-07,2020-12-07 12:50:10,purchase,4.99
4A55475E078F40DC,A,EU,Android,2020-12-07,2020-12-07 00:14:01,purchase,9.99
BA5C51269356E223,B,EU,PC,2020-12-07,2020-12-07 14:30:06,purchase,4.99
3341349F0FD06C14,A,EU,Android,2020-12-07,2020-12-07 23:32:41,purchase,4.99
51B92F2AE684079A,A,EU,PC,2020-12-07,2020-12-07 23:42:32,purchase,4.99
DC16020AF1E1177B,A,EU,Android,2020-12-07,2020-12-07 16:41:37,purchase,99.99
FD18B77214097771,B,EU,Android,2020-12-07,2020-12-07 04:36:14,purchase,4.99
ACFD5D445985AE60,A,EU,PC,2020-12-07,2020-12-07 21:00:18,purchase,9.99
C48127E2FA8D4F18,B,EU,iPhone,2020-12-07,2020-12-07 18:11:53,purchase,9.99
C3C56A2DFF10BC79,B,EU,iPhone,2020-12-07,2020-12-07 13:16:32,purchase,4.99
2775B9A97488A3BF,A,EU,PC,2020-12-07,2020-12-07 11:32:40,purchase,99.99
89143F0AEFE3B11D,B,EU,iPhone,2020-12-07,2020-12-07 08:21:08,purchase,4.99
EAFB9027A27D510C,B,EU,Android,2020-12-07,2020-12-07 15:20:06,purchase,9.99
B8F5A3560F2DF46E,B,EU,PC,2020-12-07,2020-12-07 19:36:06,purchase,4.99
8C69C35FB5E142F8,B,EU,PC,2020-12-07,2020-12-07 17:26:01,purchase,4.99
5FF8B6AB257B404F,B,EU,Android,2020-12-07,2020-12-07 04:17:47,purchase,4.99
28DD2C1ED759904D,A,EU,iPhone,2020-12-07,2020-12-07 08:28:25,purchase,4.99
94464DF2E5398E26,B,EU,iPhone,2020-12-07,2020-12-07 18:59:17,purchase,4.99
FCF9CA847EFA5A92,B,EU,iPhone,2020-12-07,2020-12-07 22:59:24,purchase,4.99
105D8E7444D335A5,B,EU,Android,2020-12-07,2020-12-07 21:05:15,purchase,4.99
D1ABA3E2887B6A73,A,EU,PC,2020-12-07,2020-12-07 14:43:27,purchase,99.99
31EAD7E21AF728DF,B,EU,Android,2020-12-07,2020-12-07 05:29:21,purchase,4.99
2EBF2E73A8630674,B,EU,PC,2020-12-07,2020-12-07 19:11:09,purchase,4.99
08E17E11A2BD8CF9,A,EU,PC,2020-12-07,2020-12-07 13:53:32,purchase,4.99
CBB70C31A7269CA7,B,EU,Android,2020-12-07,2020-12-07 01:20:31,purchase,4.99
1B5394FBA4DA7E61,B,EU,Android,2020-12-07,2020-12-07 19:07:30,purchase,4.99
48CFE37563932DC2,A,EU,Android,2020-12-07,2020-12-07 20:08:54,purchase,9.99
F4C8BB8D1622FE87,B,EU,Android,2020-12-07,2020-12-07 10:28:03,purchase,4.99
538F954F6B3AECE4,A,EU,Android,2020-12-07,2020-12-08 02:18:42,purchase,4.99
A9908F62C41613A8,B,EU,PC,2020-12-07,2020-12-08 08:31:25,purchase,4.99
0997EC1C4850B27B,B,EU,Android,2020-12-07,2020-12-08 04:04:59,purchase,4.99
C7CB2F1BA42F102B,B,EU,iPhone,2020-12-07,2020-12-08 05:44:51,purchase,4.99
A3B863B926C50A29,A,EU,iPhone,2020-12-07,2020-12-08 03:53:38,purchase,4.99
F5B7DA8807EC1AF7,A,EU,PC,2020-12-07,2020-12-08 22:53:58,purchase,4.99
C286A270CFB9925D,A,EU,Android,2020-12-07,2020-12-08 19:47:51,purchase,4.99
76326F7A53D2008C,B,EU,PC,2020-12-07,2020-12-08 08:50:28,purchase,4.99
77FC0E20AEAC1506,A,EU,Android,2020-12-07,2020-12-08 19:27:46,purchase,4.99
A348429F143159AD,A,EU,Android,2020-12-07,2020-12-08 22:24:36,purchase,99.99
D6B4574EE9574666,B,EU,iPhone,2020-12-07,2020-12-08 17:25:42,purchase,9.99
8FC9D1BB3017BE66,B,EU,PC,2020-12-07,2020-12-08 02:44:25,purchase,4.99
8FF91E21E27A330D,B,EU,Mac,2020-12-07,2020-12-08 10:22:07,purchase,4.99
B192F2514CCD10B2,A,EU,Android,2020-12-07,2020-12-08 23:38:18,purchase,4.99
B0244412983000C5,B,EU,iPhone,2020-12-07,2020-12-08 12:30:09,purchase,9.99
D87D9AFAB66866A7,B,EU,Android,2020-12-07,2020-12-08 20:31:35,purchase,4.99
2C2BE85372033F77,B,EU,iPhone,2020-12-07,2020-12-08 20:17:12,purchase,4.99
5506A0943960B58F,A,EU,PC,2020-12-07,2020-12-08 18:59:46,purchase,4.99
742C0E363D2C9EA7,B,EU,PC,2020-12-07,2020-12-08 12:18:08,purchase,4.99
38170259A5DD6CB0,B,EU,Android,2020-12-07,2020-12-08 08:13:19,purchase,4.99
B82E8D69DF24D051,B,EU,Android,2020-12-07,2020-12-08 11:11:37,purchase,99.99
13638CB4AAEB1B5F,B,EU,iPhone,2020-12-07,2020-12-08 17:59:18,purchase,4.99
E9FACA4A16026FEE,B,EU,iPhone,2020-12-07,2020-12-08 10:29:42,purchase,4.99
3A51DB52BBE78257,B,EU,Android,2020-12-07,2020-12-08 09:09:56,purchase,4.99
2139548144435929,B,EU,iPhone,2020-12-07,2020-12-08 19:55:26,purchase,4.99
4EFB5E89AC11AC6D,B,EU,iPhone,2020-12-07,2020-12-08 08:57:03,purchase,9.99
D96241A1394BBE51,A,EU,Android,2020-12-07,2020-12-08 02:26:15,purchase,9.99
7415696C510E38FB,A,EU,Mac,2020-12-07,2020-12-08 03:36:58,purchase,9.99
90192F1A66D5A0AE,A,EU,iPhone,2020-12-07,2020-12-08 08:13:26,purchase,4.99
ACFD5D445985AE60,A,EU,PC,2020-12-07,2020-12-08 11:57:07,purchase,4.99
C48127E2FA8D4F18,B,EU,iPhone,2020-12-07,2020-12-08 01:26:38,purchase,4.99
89143F0AEFE3B11D,B,EU,iPhone,2020-12-07,2020-12-08 06:42:18,purchase,4.99
FCF9CA847EFA5A92,B,EU,iPhone,2020-12-07,2020-12-08 13:47:41,purchase,9.99
08E17E11A2BD8CF9,A,EU,PC,2020-12-07,2020-12-08 12:32:10,purchase,99.99
10C2A2FB00BD9AE2,B,EU,Android,2020-12-08,2020-12-08 21:18:41,purchase,4.99
FBF31896CD930197,B,EU,Android,2020-12-08,2020-12-08 13:37:43,purchase,4.99
FCFCADE5FBB3D95A,A,EU,iPhone,2020-12-08,2020-12-08 02:43:46,purchase,4.99
5E26340B4933987D,B,EU,iPhone,2020-12-08,2020-12-08 23:28:03,purchase,9.99
A8C57C0D4118F4D7,A,EU,Android,2020-12-08,2020-12-08 18:50:58,purchase,4.99
4409E20FCD07CD14,A,EU,PC,2020-12-08,2020-12-08 04:13:10,purchase,4.99
8094961C0D414366,A,EU,iPhone,2020-12-08,2020-12-08 09:14:40,purchase,9.99
C52FB4D6F3D456E1,B,EU,Android,2020-12-08,2020-12-08 02:23:36,purchase,9.99
E215A507E57FB8DE,A,EU,PC,2020-12-08,2020-12-08 21:49:28,purchase,4.99
F80FC42C7F73F8B7,A,EU,Android,2020-12-08,2020-12-08 16:18:56,purchase,4.99
36843F0897F2ED22,A,EU,PC,2020-12-08,2020-12-08 01:36:23,purchase,4.99
900BB01307F50F4A,A,EU,Android,2020-12-08,2020-12-08 01:23:56,purchase,99.99
C69B7E7651BCE566,A,EU,Android,2020-12-08,2020-12-08 03:20:23,purchase,4.99
A7CFA651E8B0B21D,B,EU,Android,2020-12-08,2020-12-08 01:45:54,purchase,4.99
D1DFCE26FF3C713F,B,EU,PC,2020-12-08,2020-12-08 03:41:52,purchase,4.99
6B5588BC7DC84D6E,A,EU,Android,2020-12-08,2020-12-08 14:55:08,purchase,4.99
4674AB56D740C636,A,EU,Android,2020-12-08,2020-12-08 17:22:31,purchase,99.99
7491E5B3D744E773,A,EU,Android,2020-12-08,2020-12-08 09:27:59,purchase,4.99
94823CF97FBC9CDA,A,EU,Android,2020-12-08,2020-12-08 23:52:55,purchase,4.99
1EFE2E865C5F15DA,A,EU,PC,2020-12-08,2020-12-08 23:19:53,purchase,99.99
624C4A19326EEE00,B,EU,iPhone,2020-12-08,2020-12-08 08:51:49,purchase,99.99
219092AB21AE880C,A,EU,Android,2020-12-08,2020-12-08 08:42:40,purchase,99.99
D96EECDA1237B947,A,EU,iPhone,2020-12-08,2020-12-08 11:14:03,purchase,4.99
169ED13E27C51F3B,B,EU,PC,2020-12-08,2020-12-08 15:58:10,purchase,4.99
9073CEFFB95784BA,A,EU,Mac,2020-12-08,2020-12-08 06:29:25,purchase,9.99
9C19682A4F88933A,A,EU,Android,2020-12-08,2020-12-08 08:50:58,purchase,4.99
AE49EDDFB9DABE03,B,EU,iPhone,2020-12-08,2020-12-08 09:05:56,purchase,99.99
E77F99BCF9D8AB96,B,EU,PC,2020-12-08,2020-12-08 13:23:03,purchase,9.99
831887FE7F2D6CBA,A,EU,Android,2020-12-07,2020-12-09 02:19:17,purchase,99.99
49EA242586C87836,B,EU,iPhone,2020-12-07,2020-12-09 15:39:47,purchase,9.99
C7CB2F1BA42F102B,B,EU,iPhone,2020-12-07,2020-12-09 03:29:12,purchase,4.99
D928E12DD731B2EE,B,EU,Android,2020-12-07,2020-12-09 17:26:17,purchase,4.99
2828E6688DC580C4,A,EU,Android,2020-12-07,2020-12-09 22:19:08,purchase,4.99
58E6F67F64314776,B,EU,Android,2020-12-07,2020-12-09 01:46:46,purchase,9.99
DD5EBF41B1DCCB0E,A,EU,PC,2020-12-07,2020-12-09 13:17:01,purchase,4.99
5E0FE312B9349ADB,B,EU,Android,2020-12-07,2020-12-09 03:21:02,purchase,99.99
796235FF6E88D357,A,EU,Android,2020-12-07,2020-12-09 02:47:54,purchase,4.99
A3B863B926C50A29,A,EU,iPhone,2020-12-07,2020-12-09 21:46:20,purchase,9.99
7A5A2E9D57A39232,A,EU,Android,2020-12-07,2020-12-09 04:48:15,purchase,9.99
77FC0E20AEAC1506,A,EU,Android,2020-12-07,2020-12-09 16:40:12,purchase,4.99
7E8720DB6A21CF66,B,EU,Android,2020-12-07,2020-12-09 20:44:57,purchase,4.99
618D7AD9FE73843C,A,EU,iPhone,2020-12-07,2020-12-09 15:13:28,purchase,4.99
A348429F143159AD,A,EU,Android,2020-12-07,2020-12-09 20:50:20,purchase,4.99
B582D211C1BE1FFD,B,EU,Android,2020-12-07,2020-12-09 08:33:50,purchase,4.99
56E03288981E9B3D,B,EU,Android,2020-12-07,2020-12-09 17:35:20,purchase,4.99
C90BE197FEC95F6B,B,EU,Android,2020-12-07,2020-12-09 21:22:19,purchase,4.99
825AED81399E5243,B,EU,iPhone,2020-12-07,2020-12-09 08:37:21,purchase,4.99
890FAC5B9F47563F,B,EU,Android,2020-12-07,2020-12-09 17:10:19,purchase,4.99
7E1F03995B8C2DC0,B,EU,iPhone,2020-12-07,2020-12-09 06:17:21,purchase,4.99
B82E8D69DF24D051,B,EU,Android,2020-12-07,2020-12-09 11:37:46,purchase,4.99
13638CB4AAEB1B5F,B,EU,iPhone,2020-12-07,2020-12-09 04:15:18,purchase,4.99
27802765D2458B2B,A,EU,iPhone,2020-12-07,2020-12-09 01:15:57,purchase,9.99
2139548144435929,B,EU,iPhone,2020-12-07,2020-12-09 16:55:39,purchase,4.99
E25A289CC240A27A,A,EU,Android,2020-12-07,2020-12-09 03:17:52,purchase,99.99
D96241A1394BBE51,A,EU,Android,2020-12-07,2020-12-09 05:42:22,purchase,9.99
90192F1A66D5A0AE,A,EU,iPhone,2020-12-07,2020-12-09 18:13:45,purchase,4.99
CBB70C31A7269CA7,B,EU,Android,2020-12-07,2020-12-09 00:15:48,purchase,9.99
F4C8BB8D1622FE87,B,EU,Android,2020-12-07,2020-12-09 19:16:52,purchase,4.99
38188B7456DEB035,B,EU,PC,2020-12-08,2020-12-09 03:37:04,purchase,4.99
8094961C0D414366,A,EU,iPhone,2020-12-08,2020-12-09 13:22:02,purchase,4.99
E215A507E57FB8DE,A,EU,PC,2020-12-08,2020-12-09 19:05:19,purchase,9.99
36843F0897F2ED22,A,EU,PC,2020-12-08,2020-12-09 04:56:13,purchase,4.99
900BB01307F50F4A,A,EU,Android,2020-12-08,2020-12-09 08:20:45,purchase,4.99
4674AB56D740C636,A,EU,Android,2020-12-08,2020-12-09 07:40:59,purchase,4.99
7491E5B3D744E773,A,EU,Android,2020-12-08,2020-12-09 08:52:34,purchase,9.99
219092AB21AE880C,A,EU,Android,2020-12-08,2020-12-09 10:37:14,purchase,4.99
169ED13E27C51F3B,B,EU,PC,2020-12-08,2020-12-09 14:35:59,purchase,4.99
9073CEFFB95784BA,A,EU,Mac,2020-12-08,2020-12-09 19:01:05,purchase,4.99
9C19682A4F88933A,A,EU,Android,2020-12-08,2020-12-09 04:54:31,purchase,4.99
22AD7C5B0BF83D87,A,EU,Android,2020-12-08,2020-12-09 09:20:20,purchase,99.99
E77F99BCF9D8AB96,B,EU,PC,2020-12-08,2020-12-09 09:40:18,purchase,9.99
816B178B5481C936,B,EU,PC,2020-12-08,2020-12-09 13:59:47,purchase,4.99
FE76759FE6BF8C68,B,EU,Android,2020-12-09,2020-12-09 14:06:07,purchase,9.99
24FB1A84E1C30291,B,EU,PC,2020-12-09,2020-12-09 03:09:05,purchase,4.99
A678175F80A60139,B,EU,Android,2020-12-09,2020-12-09 20:40:21,purchase,4.99
2C022D871550873C,B,EU,PC,2020-12-09,2020-12-09 16:38:38,purchase,4.99
8FF8F87305BB9A7D,B,EU,PC,2020-12-09,2020-12-09 09:22:37,purchase,4.99
5438D422A6A53E0E,B,EU,Android,2020-12-09,2020-12-09 11:47:23,purchase,4.99
DD2A06518E530F99,A,EU,Android,2020-12-09,2020-12-09 02:25:00,purchase,99.99
D9BAC4C97F9C107F,B,EU,Android,2020-12-09,2020-12-09 06:09:16,purchase,4.99
A4593845C28990A0,B,EU,Android,2020-12-09,2020-12-09 19:24:40,purchase,4.99
F983EDF7D611D0E6,A,EU,Android,2020-12-09,2020-12-09 15:24:33,purchase,99.99
C74B6E95352ADE79,B,EU,iPhone,2020-12-09,2020-12-09 02:26:35,purchase,4.99
EF6DBFA129654B41,A,EU,Android,2020-12-09,2020-12-09 19:07:46,purchase,4.99
3427DF0CF0338182,A,EU,Android,2020-12-09,2020-12-09 03:48:03,purchase,9.99
CE89E7D3CEED1532,A,EU,PC,2020-12-09,2020-12-09 01:28:22,purchase,4.99
F424816C207F768D,A,EU,Android,2020-12-09,2020-12-09 12:49:54,purchase,4.99
60FDFC4A00CAB216,B,EU,Mac,2020-12-09,2020-12-09 13:20:43,purchase,4.99
B3A2485649E4A012,A,EU,iPhone,2020-12-09,2020-12-09 22:36:05,purchase,4.99
DC79445FDA815151,A,EU,PC,2020-12-09,2020-12-09 21:04:19,purchase,4.99
E65F1C4C712CDC41,B,EU,iPhone,2020-12-09,2020-12-09 07:41:05,purchase,4.99
4B4A29DE0792264D,A,EU,Android,2020-12-09,2020-12-09 08:57:33,purchase,4.99
B3480229267E1D69,A,EU,PC,2020-12-09,2020-12-09 00:44:58,purchase,9.99
6283982213115DF1,B,EU,Mac,2020-12-09,2020-12-09 17:44:59,purchase,99.99
BABBC8868539BC31,B,EU,PC,2020-12-09,2020-12-09 18:11:26,purchase,4.99
22E73D5B2BAC4418,A,EU,Android,2020-12-09,2020-12-09 02:08:31,purchase,4.99
E94300A96CAE1286,B,EU,Android,2020-12-09,2020-12-09 05:51:49,purchase,9.99
B552B451D7D05DC0,A,EU,Android,2020-12-09,2020-12-09 23:07:28,purchase,4.99
37B39E327AD6D6CD,A,EU,Android,2020-12-09,2020-12-09 21:48:27,purchase,9.99
F2A7DA882BF8ECD6,B,EU,Android,2020-12-09,2020-12-09 22:56:22,purchase,4.99
9F0571C70D4BD33B,B,EU,Android,2020-12-09,2020-12-09 19:01:05,purchase,4.99
C93A37ECF99BFDE0,A,EU,iPhone,2020-12-09,2020-12-09 22:57:10,purchase,9.99
0D6DFD473E339CB0,A,EU,iPhone,2020-12-09,2020-12-09 14:19:52,purchase,4.99
A670B9DC357676FF,A,EU,Android,2020-12-09,2020-12-09 15:50:50,purchase,4.99
552EDDA2930F0B0D,A,EU,PC,2020-12-09,2020-12-09 23:50:47,purchase,4.99
C64AA344C95B4D67,A,EU,Android,2020-12-09,2020-12-09 04:32:17,purchase,4.99
AA364AF6A253170F,A,EU,iPhone,2020-12-09,2020-12-09 04:29:57,purchase,4.99
CFCFDD242C59DF10,A,EU,Android,2020-12-09,2020-12-09 01:07:51,purchase,4.99
37FFCEE8554C6026,A,EU,Android,2020-12-09,2020-12-09 01:59:43,purchase,4.99
4DD82EC1BB4034B1,A,EU,Android,2020-12-09,2020-12-09 08:01:43,purchase,4.99
A9908F62C41613A8,B,EU,PC,2020-12-07,2020-12-10 23:11:31,purchase,4.99
C7CB2F1BA42F102B,B,EU,iPhone,2020-12-07,2020-12-10 19:42:47,purchase,4.99
A1550AF89E314963,A,EU,iPhone,2020-12-07,2020-12-10 07:00:18,purchase,4.99
6F76F492BDB91570,A,EU,iPhone,2020-12-07,2020-12-10 08:21:36,purchase,4.99
76326F7A53D2008C,B,EU,PC,2020-12-07,2020-12-10 09:42:09,purchase,4.99
748DD5E33B6F98C3,A,EU,PC,2020-12-07,2020-12-10 09:28:07,purchase,4.99
56E03288981E9B3D,B,EU,Android,2020-12-07,2020-12-10 05:56:07,purchase,4.99
320CE96A266DF0CC,B,EU,Android,2020-12-07,2020-12-10 04:38:46,purchase,4.99
3242BDDFA690A22B,B,EU,Android,2020-12-07,2020-12-10 06:08:54,purchase,4.99
A5392D494EB71414,B,EU,Android,2020-12-07,2020-12-10 15:39:20,purchase,4.99
20996AEF74602821,A,EU,Android,2020-12-07,2020-12-10 11:17:51,purchase,99.99
13638CB4AAEB1B5F,B,EU,iPhone,2020-12-07,2020-12-10 06:11:39,purchase,499.99
E25A289CC240A27A,A,EU,Android,2020-12-07,2020-12-10 00:23:43,purchase,4.99
DC16020AF1E1177B,A,EU,Android,2020-12-07,2020-12-10 08:04:58,purchase,9.99
EAFB9027A27D510C,B,EU,Android,2020-12-07,2020-12-10 09:29:45,purchase,4.99
28DD2C1ED759904D,A,EU,iPhone,2020-12-07,2020-12-10 15:08:35,purchase,4.99
94464DF2E5398E26,B,EU,iPhone,2020-12-07,2020-12-10 09:16:39,purchase,4.99
FCFCADE5FBB3D95A,A,EU,iPhone,2020-12-08,2020-12-10 12:44:38,purchase,99.99
A8C57C0D4118F4D7,A,EU,Android,2020-12-08,2020-12-10 13:04:35,purchase,4.99
C52FB4D6F3D456E1,B,EU,Android,2020-12-08,2020-12-10 08:31:05,purchase,4.99
4674AB56D740C636,A,EU,Android,2020-12-08,2020-12-10 19:01:41,purchase,99.99
7491E5B3D744E773,A,EU,Android,2020-12-08,2020-12-10 04:12:16,purchase,4.99
624C4A19326EEE00,B,EU,iPhone,2020-12-08,2020-12-10 12:52:38,purchase,4.99
22AD7C5B0BF83D87,A,EU,Android,2020-12-08,2020-12-10 20:03:03,purchase,9.99
2C022D871550873C,B,EU,PC,2020-12-09,2020-12-10 06:58:17,purchase,9.99
DD2A06518E530F99,A,EU,Android,2020-12-09,2020-12-10 11:40:02,purchase,4.99
A4593845C28990A0,B,EU,Android,2020-12-09,2020-12-10 11:55:06,purchase,4.99
EF6DBFA129654B41,A,EU,Android,2020-12-09,2020-12-10 04:36:11,purchase,4.99
CE89E7D3CEED1532,A,EU,PC,2020-12-09,2020-12-10 19:55:45,purchase,4.99
60FDFC4A00CAB216,B,EU,Mac,2020-12-09,2020-12-10 01:24:05,purchase,9.99
B3A2485649E4A012,A,EU,iPhone,2020-12-09,2020-12-10 03:11:19,purchase,99.99
DC79445FDA815151,A,EU,PC,2020-12-09,2020-12-10 03:17:17,purchase,9.99
E65F1C4C712CDC41,B,EU,iPhone,2020-12-09,2020-12-10 13:27:24,purchase,4.99
B3480229267E1D69,A,EU,PC,2020-12-09,2020-12-10 18:14:45,purchase,4.99
22E73D5B2BAC4418,A,EU,Android,2020-12-09,2020-12-10 09:04:50,purchase,4.99
37B39E327AD6D6CD,A,EU,Android,2020-12-09,2020-12-10 23:38:47,purchase,4.99
A670B9DC357676FF,A,EU,Android,2020-12-09,2020-12-10 01:36:05,purchase,99.99
552EDDA2930F0B0D,A,EU,PC,2020-12-09,2020-12-10 13:21:06,purchase,4.99
AA364AF6A253170F,A,EU,iPhone,2020-12-09,2020-12-10 01:26:05,purchase,4.99
4DD82EC1BB4034B1,A,EU,Android,2020-12-09,2020-12-10 21:09:29,purchase,4.99
D51CACD8B694AFE0,A,EU,Android,2020-12-10,2020-12-10 19:07:04,purchase,9.99
D2E8867C96A7A7C2,B,EU,iPhone,2020-12-10,2020-12-10 11:17:34,purchase,9.99
